Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
1371,Roquefort - Expert en serrures,172,Sapphire,characters,"Storyborn, Allié",2,True,Uncommon,2.0,2.0,1.0,,8,Le Règne de Jafar,,"GARDER EN SÉCURITÉ Chaque fois que ce personnage est envoyé à l'aventure, vous pouvez choisir un objet et le placer dans la réserve d'encre de son propriétaire, face cachée et épuisé.",Jafar ne s'attendra jamais à ce que nous cachions des éclats de Lore dans son propre coffre-fort! Comme c'est génial !,Anderson Mahanski,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/172_f760b9d98ebc8bfe6347a3409f84f62ca1ffcf37.jpg,0
1372,Jumba jookiba - Scientifique analytique,173,Sapphire,characters,"Storyborn, Alien, Inventeur",4,True,Uncommon,1.0,6.0,2.0,,8,Le Règne de Jafar,,,"Cette petite chose a un design beaucoup plus rudimentaire que si je l'avais créée. Mais si vous avez précipité son développement, c'est logique.",Malia Ewart,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/173_63375546b6ce1a77c7f7c78c3d56e343b0856fc2.jpg,0
1373,Geppetto - Artisan chevronné,174,Sapphire,characters,"Storyborn, Allié, Inventeur",5,True,Rare,4.0,4.0,2.0,,8,Le Règne de Jafar,,"À LA RECHERCHE D'INSPIRATION Chaque fois que ce personnage est envoyé à l'aventure, vous pouvez défausser autant de cartes Objet que vous le souhaitez. Gagnez 1 éclat de Lore pour chaque carte Objet défaussée de cette façon.",Tout ce qu'il sculpte est une œuvre d'art.,Malia Ewart,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/174_2e7e9bf3524c2a5d2be324eb0014663b557aaf16.jpg,0
1852,Nous sommes là pour vous aider,175,Sapphire,actions,Chanson,6,True,Rare,,,,,8,Le Règne de Jafar,"""À lunisson""",À l'unisson 6 (Vous pouvez n'importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 6 ou plus pour chanter cette chanson gratuitement.) Choisissez n'importe quel nombre de personnages et retirez jusqu'à 3 dommages de chacun. Tous les personnages adverses subissent -3 pour le reste de ce tour.,,Lorenza Pigliamosche / Livio Cacciatore,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/175_852c708d14a606eccda1564c88f9644dbe8ddf96.jpg,0
1853,Entraînement au bond,176,Sapphire,actions,,2,True,Uncommon,,,,,8,Le Règne de Jafar,,Choisissez un personnage qui subit -2 pour le reste de ce tour. Choisissez l'un de vos personnages qui gagne Insaisissable pour le reste de ce tour. (Il peut défier des personnages avec Insaisissable.),Regarde ce tour trop chouette que mon père m'a appris !%—Simba,Moniek Schilder,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/176_d8a5a4fa12b2d90d27adac215cdcb66ed264a9f0.jpg,0
1854,La nouvelle-orléans,177,Sapphire,actions,Chanson,6,False,Super,,,,,8,Le Règne de Jafar,,"(Vous pouvez un personnage coûtant 6 ou plus pour chanter cette chanson gratuitement.) Regardez les 3 premières cartes de votre pioche. Vous pouvez révéler parmi elles une carte Personnage, Objet ou Lieu coûtant 6 ou moins et la jouer gratuitement. Placez les autres cartes sous votre pioche, dans l'ordre de votre choix.",,Rubin Chung,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/177_4b86e8d06ffb7e6dffec1de39292eb539a89c3f6.jpg,0
1621,Poste de télévision,178,Sapphire,items,,3,True,Common,,,,,8,Le Règne de Jafar,,"ÇA A COMMENCÉ? , 1 — Regardez la carte du dessus de votre pioche. S'il s'agit d'une carte Personnage Chiot, vous pouvez la révéler et la prendre en main. Sinon, placez-la sous votre pioche.",La série d’Ouragan est la seule chose sur laquelle tous les chiots se mettent d’accord.,Mariana Moreno,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/178_51ae3497bd5995a4d2138195fddb946c671f6058.jpg,0
1622,Le livre préféré de belle,179,Sapphire,items,,3,False,Rare,,,,,8,Le Règne de Jafar,,"CHAPITRE TROIS , Bannissez un autre de vos objets — Placez la carte du dessus de votre pioche dans votre réserve d'encre, face cachée et épuisée.",Certaines histoires restent à jamais gravées dans votre mémoire.,Edgar Pasten,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/179_267b458065414ded7bdd5aaaf06234043e6a4c3a.jpg,0
1623,Cristal atlante,180,Sapphire,items,,2,True,Rare,,,,,8,Le Règne de Jafar,,"LUMIÈRE PROTECTRICE , 2 — Choisissez un personnage qui gagne Résistance +2 et Soutien jusqu'au début de votre prochain tour. (Les dommages qui lui sont infligés sont réduits de 2. Chaque fois que ce personnage est envoyé à l'aventure, vous pouvez ajouter sa à celle d'un autre personnage au choix pour le reste de ce tour.)",,Greez,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/180_c91d96ba58e7b5f74142f6efa04c4f509bca8763.jpg,0
1374,Atitaya - Générale de Croc du Dragon,181,Steel,characters,"Storyborn, Allié",7,True,Uncommon,7.0,7.0,3.0,,8,Le Règne de Jafar,,,"Lanciers de Croc du Dragon, tenez-vous droits et fiers. Nous formons la dernière ligne de défense et nous ne céderons pas !",French Carlomagno,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/181_836207ff2b5247c190462f5895a4238d14d9d4ff.jpg,0
1375,Bobby le pigeon - Pigeon violet,182,Steel,characters,Storyborn,3,True,Common,4.0,2.0,1.0,,8,Le Règne de Jafar,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'il défie l'un de vos personnages, un personnage adverse doit, s'il le peut, choisir l'un de vos personnages avec Rempart.)","Si tu me cherches, on va vite se prendre le bec, capisce ?",Adam Fenton,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/182_318627acc7953f376a58395e2ebc916242a873e1.jpg,0
1376,Tapis volant - Apparition tapissière,183,Steel,characters,"Dreamborn, Allié, Illusion",3,True,Common,2.0,4.0,2.0,,8,Le Règne de Jafar,Dissipation,"Dissipation (Lorsqu'un adversaire choisit ce personnage avec une action, bannissez-le.) FORCE SPECTRALE Vos autres personnages Illusion gagnent Offensif +1. (Lorsqu'ils défient, ces personnages gagnent +1.)",,Andrea Parisi,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/183_8f4cd433ff6c751e464d47ee547838ac12a02313.jpg,0
1377,Prince achmed - Soupirant rival,184,Steel,characters,"Storyborn, Prince",2,True,Common,2.0,2.0,1.0,,8,Le Règne de Jafar,,"PROPOSITION INDÉSIRABLE Lorsque vous jouez ce personnage, vous pouvez choisir un personnage Princesse et l'épuiser.",En voilà un accoutrement excessif et une attitude égocentrique!%—Jasmine,Jake Murphy,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/184_17f33ea53e992586f6a1aa279a69e12c0fce7131.jpg,0
1378,Nazo - Contremaître de Don Carnage,185,Steel,characters,"Storyborn, Allié, Pirate",1,False,Common,0.0,1.0,1.0,,8,Le Règne de Jafar,,"LAISSE-LES MOI Lorsque vous jouez ce personnage, vous pouvez choisir un personnage et lui infliger 1 dommage.","T'as pas de chance, Truffe, parce qu'aujourd’hui c’est mon tour.",Adam Fenton,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/185_ca4f94a43f36bd7455ca61a58451f29beea6d519.jpg,0
1379,Capitaine crochet - Duelliste aguerri,186,Steel,characters,"Dreamborn, Méchant, Pirate, Capitaine",1,True,Common,1.0,2.0,1.0,,8,Le Règne de Jafar,Offensif,"Offensif +2 (Lorsqu'il défie, ce personnage gagne +2.)","Comment oses-tu? Prépare tes armes, gredin!",Ornella Savarese,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/186_089187ba4365270fa6d65a3c9077b730151e8886.jpg,0
1380,Général li - À la tête de l'armée impériale,187,Steel,characters,"Storyborn, Mentor",3,True,Common,2.0,4.0,1.0,,8,Le Règne de Jafar,Résistance,Résistance +1 (Les dommages infligés à ce personnage sont réduits de 1.),Un simple grain de riz peut faire pencher la balance. Un seul homme peut faire la différence entre victoire et défaite.%—L’Empereur,Kendall Hale,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/187_538cdf8e783b453e9eceafbf798a79b17a3af3c4.jpg,0
1381,Jack le costaud - Protecteur intraitable,188,Steel,characters,"Storyborn, Allié",5,True,Common,4.0,5.0,2.0,,8,Le Règne de Jafar,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'il défie l'un de vos personnages, un personnage adverse doit, s'il le peut, choisir l'un de vos personnages avec Rempart.)",,Ricardo Caria,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/188_810a80f8139d90f4775b4efaa53be4cf2664d7a5.jpg,0
1382,Génie - Dragon satisfait,189,Steel,characters,"Storyborn, Allié, Dragon",3,True,Common,3.0,4.0,1.0,,8,Le Règne de Jafar,,"CHASSEUR D'INSECTES Durant votre tour, ce personnage gagne Insaisissable. (Il peut défier des personnages avec Insaisissable.)",,Rosa la Barbera / Livio Cacciatore,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/189_1b5d83637e50d0658b411f8893fb8881bc184704.jpg,0
1383,Toby la tortue - Ami prudent,190,Steel,characters,"Storyborn, Allié",2,True,Common,0.0,4.0,1.0,,8,Le Règne de Jafar,,"CARAPACE SOLIDE Tant que ce personnage est épuisé, il gagne Résistance +1. (Les dommages qui lui sont infligés sont réduits de 1.)",Cet endroit est encore plus terrifiant que le Prince Jean.,Irish Chua,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/190_337756f3e4d24e86df141d8c4047000ea1ec43bb.jpg,0
1384,Arianna - Reine de Corona,191,Steel,characters,"Storyborn, Reine",5,True,Common,5.0,5.0,2.0,,8,Le Règne de Jafar,,,"Dans les moments sombres, une couronne est un lourd privilège que nous devons porter avec grâce et courage.",Carmine Pucci,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/191_de6f33170b573e47f4ab2948a35d6d2e862fd137.jpg,0
1385,Ruzor - Ranger volant,192,Steel,characters,"Storyborn, Allié",3,True,Uncommon,2.0,4.0,1.0,,8,Le Règne de Jafar,,"MEILLEURS COPAINS Jouer ce personnage vous coûte 1 de moins si vous avez un personnage Jack le Costaud en jeu. ACCÉLÉRATION Durant votre tour, ce personnage gagne Insaisissable. (Il peut défier des personnages avec Insaisissable.)",,Ian MacDonald,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/192_77494794823cd6930d0f1821068867c3d1885b9b.jpg,0
1386,Khan - Cheval de guerre,193,Steel,characters,"Storyborn, Allié",4,True,Common,2.0,7.0,1.0,,8,Le Règne de Jafar,,,"Lorsque tout change autour de toi, rappelle-toi que Khan restera toujours le même : inébranlable et fidèle.%—Fa Zhou",Defne Tözüm,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/193_b9ac8cd0af4d6e7ec941b51e56c6db2ad5ae80b9.jpg,0
1387,Vinnie le pigeon - Pigeon vert,194,Steel,characters,Storyborn,3,False,Rare,1.0,4.0,1.0,,8,Le Règne de Jafar,,"EXPÉRIENCE ENRICHISSANTE Durant le tour de vos adversaires, chaque fois qu'un autre de vos personnages est banni, gagnez 1 éclat de Lore.",Tu es vraiment dans une sale situation. Heureusement que je ne suis pas à ta place.,Cam Kendell,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/194_0dd121acd3d8e283e2ec4f55c5fbc95a42ed2133.jpg,0
1388,Iago - Hors de portée,195,Steel,characters,"Storyborn, Allié",4,True,Rare,3.0,3.0,2.0,,8,Le Règne de Jafar,,"INSTINCT DE SURVIE Tant que vous avez un autre personnage épuisé en jeu, ce personnage-ci ne peut pas être défié.","Bien essayé, bande d'abrutis ! Dommage que je sois si haut !",Carlos Luzzi,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/195_97e2a82f25305473dd41ac4dfaeb96fb2f4dee1d.jpg,0
1389,Nathaniel flint - Illustre pirate,196,Steel,characters,"Storyborn, Méchant, Alien, Pirate, Capitaine",2,True,Rare,3.0,3.0,2.0,,8,Le Règne de Jafar,,INSTINCT DE PRÉDATEUR Vous ne pouvez pas jouer ce personnage sauf si un personnage adverse a subi un dommage ou plus ce tour-ci.,"Personne ne découvrit le secret du trésor de Flint, mais d’après la rumeur, il serait toujours dissimulé quelque part...%—Le Narrateur",Edu Francisco,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/196_d142473af73c1c7bb5b9cc07360752eff45bc631.jpg,0
1390,Vincenzo santorini - L'expert en explosifs,197,Steel,characters,"Storyborn, Allié",7,True,Rare,2.0,8.0,3.0,,8,Le Règne de Jafar,,"MOI CE QUI M’ÉCLATE, C’EST CE QUI FAIT BOUM Lorsque vous jouez ce personnage, vous pouvez choisir un personnage et lui infliger 3 dommages.",N’ayez jamais peur de faire une entrée fracassante.,Ha Jung Song,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/197_041ad18faa156dc4d145e584d41e1e10f3abc4a7.jpg,0
1391,Namaari - Rivale obstinée,198,Steel,characters,"Storyborn, Méchant, Princesse",5,True,Legendary,0.0,5.0,2.0,,8,Le Règne de Jafar,,"AVANTAGE STRATÉGIQUE Lorsque vous jouez ce personnage et au début de votre tour, vous pouvez piocher une carte puis défausser une carte. CONCENTRATION EXTRÊME Ce personnage a +1 pour chaque carte dans votre défausse.",,Max Ulichney,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/198_5dd706ba100b7da8cefbb8eec583a8ca7a059b20.jpg,0
1392,Mickey mouse - Souris géante,199,Steel,characters,"Dreamborn, Héros",10,False,Legendary,10.0,10.0,5.0,,8,Le Règne de Jafar,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'il défie l'un de vos personnages, un personnage adverse doit, s'il le peut, choisir l'un de vos personnages avec Rempart.) LA PLUS GRANDE STAR DE TOUS LES TEMPS Lorsque ce personnage est banni, infligez 5 dommages à chaque personnage adverse.",,Joy Ang / Giulia Riva,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/199_e14a87e84c7937cad17b77cf2db4ce262d3e4727.jpg,0
1393,Stitch - Fauteur de trouble extraterrestre,200,Steel,characters,"Storyborn, Héros, Alien",4,True,Rare,3.0,4.0,1.0,,8,Le Règne de Jafar,,"J’AI GAGNÉ! Durant votre tour, chaque fois que ce personnage en bannit un autre via un défi, vous pouvez piocher une carte et gagner 1 éclat de Lore.",Ah! Voilà enfin une bonne façon d'utiliser ses instincts destructeurs.%—Jumba Jookiba,Jeanne Plounevez / Andrew Theophilopoulos,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/200_2ca6af8f852074107624eff7e6c915529a2a23f8.jpg,0
1855,Plan désespéré,201,Steel,actions,,3,False,Rare,,,,,8,Le Règne de Jafar,,"Si vous n'avez aucune carte en main, piochez jusqu'à avoir 3 cartes en main. Sinon, défaussez n'importe quel nombre de cartes et piochez-en autant.",C'est ma décision. Mon choix. Et vous ne pourrez pas m'en empêcher.%—Namaari,Gianluca Barone,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/201_f30405d6caec082be6b11f2b37f5718c66c09b0c.jpg,0
1856,Beyond the horizon,202,Steel,actions,Chanson,7,False,Uncommon,,,,,8,Le Règne de Jafar,"""À lunisson""",À l'unisson 7 (Vous pouvez n'importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 7 ou plus pour chanter cette chanson gratuitement.) Choisissez n'importe quel nombre de joueurs. Chaque joueur ainsi choisi défausse sa main puis pioche 3 cartes.,,Taraneh,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/202_ac0d9024c71ce46f6c12644b7abf08441fe460b2.jpg,0
1857,Tir rapide,203,Steel,actions,,2,False,Uncommon,,,,,8,Le Règne de Jafar,,Choisissez un personnage et infligez-lui 1 dommage. Piochez une carte.,,Diego Machuca,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/203_7f084e7a0aef1c73e5a25d3a8e9394dc291cc503.jpg,0
1624,Boule de hamster,204,Steel,items,,3,False,Common,,,,,8,Le Règne de Jafar,,"FAIRE FACE AUX COUPS , 1 — Choisissez un personnage sans dommage sur lui. Il gagne Résistance +2 jusqu'au début de votre prochain tour. (Les dommages qui lui sont infligés sont réduits de 2.)",,Alex Accorsi,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/204_de7a8000e72a001fce6753ca9bdebe68bf11e832.jpg,0
1394,Lady - Chienne décidée,205,"Amber, Emerald",characters,"Storyborn, Héros",1,True,Enchanted,0.0,3.0,1.0,,8,Le Règne de Jafar,,"SA MEUTE À ELLE Chaque fois que vous jouez un personnage, ce personnage-ci gagne +1 pour le reste de ce tour. PRENDRE L'INITIATIVE Tant que ce personnage a 3 ou plus, il gagne +2.",,Juan Diego León,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/205_a4cd042a7a529054693c7169fffbeeefc4862e31.jpg,0
1395,Ralph la casse - Gros bêta,206,"Amber, Ruby",characters,"Floodborn, Héros, Pilote",7,False,Enchanted,7.0,5.0,1.0,,8,Le Règne de Jafar,Alter,"Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Ralph la Casse.) DE NOUVEAU DANS LA COURSE Lorsque vous jouez ce personnage et chaque fois qu'il est envoyé à l'aventure, vous pouvez renvoyer dans votre main une carte Personnage Pilote de votre défausse coûtant 6 ou moins. Si vous le faites, gagnez 1 éclat de Lore.",,Sam Nielson,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/206_8f10602dc67116de34df03648d9736db5c8bf15b.jpg,0
1396,Perdita - Mère déterminée,207,"Amber, Sapphire",characters,"Floodborn, Héros",6,True,Enchanted,4.0,6.0,2.0,,8,Le Règne de Jafar,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Perdita.) VITE, CACHEZ-VOUS TOUS! Lorsque vous jouez ce personnage, vous pouvez placer toutes les cartes Personnage Chiot de votre défausse dans votre réserve d'encre, face cachée et épuisées.",,Natalie Dombois,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/207_6066dfcf2be42a1ee8356ffeffb363005428bf50.jpg,0
1858,Sans aucun souci,208,Amber,actions,Chanson,9,False,Enchanted,,,,,8,Le Règne de Jafar,"""À lunisson""",À l'unisson 9 (Vous pouvez n'importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 9 ou plus pour chanter cette chanson gratuitement.) Renvoyez dans votre main jusqu'à 3 cartes Personnage de votre défausse. Le prochain personnage que vous jouez ce tour-ci vous coûte 2 de moins.,,Ian MacDonald,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/208_e12139c7dbb6925b4b77c5b688d23063f3d9fcd6.jpg,0
1397,Bambi - Petit prince,209,Amethyst,characters,"Storyborn, Héros, Prince",3,False,Enchanted,1.0,1.0,3.0,,8,Le Règne de Jafar,,"DIS-LUI BONJOUR Lorsque vous jouez ce personnage, gagnez 1 éclat de Lore. UN PEU TIMIDE Lorsqu'un adversaire joue un personnage, renvoyez ce personnage-ci dans votre main.",,Aubrey Archer,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/209_396014cbd1fa4a2ce44ec634ade7e25239809792.jpg,0
1398,Kuzco - Lama impétueux,210,"Amethyst, Emerald",characters,"Floodborn, Roi",7,True,Enchanted,5.0,5.0,2.0,,8,Le Règne de Jafar,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Kuzco.) QU'EST-CE QUE ÇA FAIT ? Lorsque vous jouez ce personnage, chaque adversaire choisit l'un de ses personnages et le place sous sa pioche. Ensuite, chaque adversaire peut piocher une carte.",,Alan Batson,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/210_d4fbd672b2cf737a1eb91a3478eff76355fcfe7a.jpg,0
1399,Mère gothel - Qu’il faut écouter,211,"Amethyst, Ruby",characters,"Storyborn, Méchant, Mage",2,False,Enchanted,1.0,3.0,1.0,,8,Le Règne de Jafar,,"REGARDE CE QUE TU AS FAIT Lorsque vous jouez ce personnage, vous pouvez choisir un autre de vos personnages et lui infliger 2 dommages. Si vous le faites, le personnage choisi gagne Offensif +1 et ""Lorsque ce personnage est banni via un défi, renvoyez-le dans votre main."" pour le reste de ce tour. (Lorsqu'il défie, ce personnage gagne +1.)",,Andrew Theophilopoulos,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/211_f067045f05a4bab11b7b579c483a4c5f8727fbc8.jpg,0
1859,Miraculeux et merveilleux,212,Amethyst,actions,Chanson,9,False,Enchanted,,,,,8,Le Règne de Jafar,"""À lunisson""","À l'unisson 9 (Vous pouvez n'importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 9 ou plus pour chanter cette chanson gratuitement.) Pour chaque personnage ayant chanté cette chanson, piochez une carte et gagnez 1 éclat de Lore.",,Samanta Erdini,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/212_16793c4a4171018882b35b6cae73e33099c63432.jpg,0
1860,Dans un autre monde,213,"Amethyst, Sapphire",actions,Chanson,3,True,Enchanted,,,,,8,Le Règne de Jafar,,"(Vous pouvez un personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.) Choisissez un personnage épuisé et placez-le dans la réserve d'encre de son propriétaire, face cachée et épuisé.",,Yrgane Ramon,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/213_c0b943f10265311fbdde0912980738b43d4f9b67.jpg,0
1400,Raiponce - Grimpeuse en haute altitude,214,Emerald,characters,"Dreamborn, Héros, Princesse",5,True,Enchanted,2.0,5.0,2.0,,8,Le Règne de Jafar,Insaisissable,"Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) ENROULÉ Chaque fois que ce personnage est envoyé à l'aventure, choisissez un personnage adverse qui ne peut pas être envoyé à l'aventure durant son prochain tour.",,Viv Tanner / Ellie Horie,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/214_a667d4385bdc877dcb66ff84717f4a577160909d.jpg,0
1401,Capitaine crochet - Le roi des pirates,215,"Emerald, Steel",characters,"Floodborn, Méchant, Roi, Pirate, Capitaine",5,True,Enchanted,4.0,5.0,2.0,,8,Le Règne de Jafar,Alter,"Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Capitaine Crochet.) DONNEZ TOUT CE QUE VOUS AVEZ! Une fois durant votre tour, lorsqu'un personnage adverse subit un dommage ou plus, vos personnages Pirate gagnent +2 et Résistance +2 pour le reste de ce tour. (Les dommages qui leur sont infligés sont réduits de 2.)",,Nicola Saviori,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/215_ccf2b40345f9317bd32c03e0a4cc7510176d15b9.jpg,0
1861,Pas ce levier-là !,216,Emerald,actions,,3,True,Enchanted,,,,,8,Le Règne de Jafar,,Choisissez entre : • Choisissez un personnage et renvoyez-le dans la main de son propriétaire. • Placez une carte nommée Abaisse le levier ! de votre défausse sous votre pioche pour choisir un personnage et le placer sous la pioche de son propriétaire.,,Koni,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/216_3b3816410033624c3852c7e60e5b9b6c9efb3528.jpg,0
1402,Lilo - Faisant du raffut,217,Ruby,characters,"Dreamborn, Héros",5,True,Enchanted,4.0,4.0,2.0,,8,Le Règne de Jafar,,"L'HEURE DU PIÉTINEMENT! Durant votre tour, vous pouvez jouer ce personnage gratuitement si vous avez joué 3 actions ou plus lors de ce tour. ROAAAR! Lorsque vous jouez ce personnage, choisissez un personnage et redressez-le. Ce personnage ne peut pas être envoyé à l'aventure pour le reste de ce tour.",,Grace Tran,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/217_ca22d3cf3fa39341a1a3d7a1c75fddfca4541cdc.jpg,0
1403,Mushu - Ton pire cauchemar,218,"Ruby, Steel",characters,"Floodborn, Allié, Dragon",6,True,Enchanted,4.0,6.0,2.0,,8,Le Règne de Jafar,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Mushu.) PÈTE LE FEU Chaque fois que vous jouez un autre personnage, il gagne Charge, Combattant et Insaisissable pour le reste de ce tour. (Ce personnage peut défier le tour où il est joué. Il ne peut pas être envoyé à l'aventure et doit défier s'il le peut. Il peut défier des personnages avec Insaisissable.)",,Nicola Saviori,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/218_9fc2b78fb8eea9146c9117a00aa26dc0e7883ac7.jpg,0
1625,L’épée de shan-yu,219,Ruby,items,,1,True,Enchanted,,,,,8,Le Règne de Jafar,,"UNE ARME DIGNE DE CE NOM , l'un de vos personnages — Choisissez un personnage et redressez-le. Ce personnage ne peut pas être envoyé à l'aventure pour le reste de ce tour.",,Jonathan Livslyst / Renée Chio,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/219_c5c302beaea0468e6758c10223ab2b9a3cdc0f0e.jpg,0
1404,Stitch - Expérience 626,220,Sapphire,characters,"Storyborn, Héros, Alien",3,False,Enchanted,3.0,3.0,2.0,,8,Le Règne de Jafar,,"SI MÉCHANT Lorsque vous jouez ce personnage, chaque adversaire place la carte du dessus de sa pioche dans sa réserve d'encre, face cachée et épuisé. MODE FURTIF Au début de votre tour, si cette carte est dans votre défausse, vous pouvez défausser une carte pour jouer cette carte-ci gratuitement et épuisée.",,Natalie Dombois,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/220_f8bbcb5da1458b35430876856c2ceb181167c7f0.jpg,0
1405,Jasmine - Stratège fiable,221,"Sapphire, Steel",characters,"Floodborn, Héros, Princesse",4,True,Enchanted,2.0,5.0,1.0,,8,Le Règne de Jafar,Alter,"Alter 2 (Vous pouvez payer 2 pour jouer ce personnage sur l'un de vos personnages Jasmine.) TOUJOURS À PLANIFIER Chaque fois que ce personnage est envoyé à l'aventure, regardez les 3 cartes du dessus de votre pioche. Vous pouvez révéler une carte Personnage Allié et la placer dans votre main. Placez les autres cartes sous votre pioche, dans l'ordre de votre choix.",,Viv Tanner,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/221_b8be2d34d0bf2f81791bf4dd5b4b164a5be426d0.jpg,0
1862,Plan désespéré,222,Steel,actions,,3,False,Enchanted,,,,,8,Le Règne de Jafar,,"Si vous n'avez aucune carte en main, piochez jusqu'à avoir 3 cartes en main. Sinon, défaussez n'importe quel nombre de cartes et piochez-en autant.",,LadyShalirin,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/222_b4b6a66771f07ddc8b01d56943644fd8b19726c7.jpg,0
1406,Dingo - Chef avant-gardiste,223,Amber,characters,"Storyborn, Héros",4,True,Legendary,3.0,4.0,2.0,,8,Le Règne de Jafar,,"SUFFISAMMENT POUR TOUT LE MONDE À la fin de votre tour, vous pouvez retirer jusqu'à 1 dommage de chacun de vos autres personnages. Redressez chaque personnage à qui vous avez retiré un dommage de cette façon.",Vous arrivez juste à temps pour ma Surprise façon Dingo !,Carlos Luzzi,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/223_2eb10efd3eeca09660ebb39cc125624051d7be02.jpg,0
1407,Pinocchio - Avec des liens,224,Amethyst,characters,"Storyborn, Héros",4,True,Legendary,0.0,4.0,2.0,,8,Le Règne de Jafar,Insaisissable,"Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) NE FAISONS PAS UN BRUIT Une fois durant votre tour, lorsque vous redressez ce personnage, vous pouvez piocher une carte.",,Hedvig H-S,https://api.lorcana.ravensburger.com/images/fr/set8/cards/367x512/224_3b39fb09e32ff74091dd152e9db2acdb4c296170.jpg,0
